x86,arm,code
8b8514ffffff 8945fc c745f800000000 eb2d 8345fc01 8345f801 8b45fc 3b8508ffffff 7ec8,b94017e0 b900ffe0 b900fbff 14000010 b940ffe0 11000400 b900ffe0 b940fbe0 11000400 b900fbe0 b940ffe1 b9400be0 6b00003f 54fffdcd,"  for (i = i1, j = 0; i <= j2; i++, j++)
"
8b45fc 4898 488d148500000000 488b8518ffffff 4801c2 8b45f8 4898 8b848520ffffff 8902,b980ffe0 d37ef400 f9400fe1 8b000020 b980fbe1 d37ef421 9100a3e2 b8616841 b9000001,"    a[i] = temp[j];
"
90 90 c9 c3 660f1f440000,d503201f d503201f 910403ff d65f03c0,"}
"
55 4889e5 4883ec20 897dec 8975e8 488955e0,a9bd7bfd 910003fd b9001fe0 b9001be1 f9000be2,"{
"
c745f800000000 c745f400000000,b9002bff b90027ff,"	int k = 0, l = 0;
"
e952010000 8b45f8 3b45ec 7d0c 8b45f4 3b45e8 0f8c9afeffff,14000079 b9402be1 b9401fe0 6b00003f 540000aa b94027e1 b9401be0 6b00003f 54fff02b,"	while (k < r && l < c)
"
8b45f4 8945fc eb3a 8345fc01 8b45fc 3b45e8 7cbe,b94027e0 b9002fe0 14000012 b9402fe0 11000400 b9002fe0 b9402fe1 b9401be0 6b00003f 54fffd8b,"		for (i = l; i < c ; ++i) {
"
8b45f8 4863d0 4889d0 4801c0 4801d0 48c1e002 4889c2 488b45e0 4801c2 8b45fc 4898 8b0482 89c6 bf04204000 b800000000 e8a7feffff,b9802be1 aa0103e0 d37ff800 8b010000 d37ef400 aa0003e1 f9400be0 8b010000 b9802fe1 b8617800 2a0003e1 90000000 91242000 97ffff9e,"			printf(""%d\t"", arr[k][i]);
"
8345f801,b9402be0 11000400 b9002be0,"		k++;
"
8b45f8 8945fc eb3d 8345fc01 8b45fc 3b45ec 7cbb,b9402be0 b9002fe0 14000014 b9402fe0 11000400 b9002fe0 b9402fe1 b9401fe0 6b00003f 54fffd4b,"		for (i = k; i < r; ++i) {
"
8b45fc 4863d0 4889d0 4801c0 4801d0 48c1e002 4889c2 488b45e0 4801c2 8b45e8 83e801 4898 8b0482 89c6 bf04204000 b800000000 e856feffff,b9802fe1 aa0103e0 d37ff800 8b010000 d37ef400 aa0003e1 f9400be0 8b010000 b9401be1 51000421 93407c21 b8617800 2a0003e1 90000000 91242000 97ffff81,"			printf(""%d\t"", arr[i][c - 1]);
"
836de801,b9401be0 51000400 b9001be0,"		c--;
"
8b45f8 3b45ec 7d52,b9402be1 b9401fe0 6b00003f 540003aa,"		if (k < r) {
"
8b45e8 83e801 8945fc eb3b 836dfc01 8b45fc 3b45f4 7dbd,b9401be0 51000400 b9002fe0 14000012 b9402fe0 51000400 b9002fe0 b9402fe1 b94027e0 6b00003f 54fffd8a,"			for (i = c - 1; i >= l; --i) {
"
8b45ec 4863d0 4889d0 4801c0 4801d0 48c1e002 488d50f4 488b45e0 4801c2 8b45fc 4898 8b0482 89c6 bf04204000 b800000000 e8fcfdffff,b9801fe1 aa0103e0 d37ff800 8b010000 d37ef400 d1003000 f9400be1 8b000020 b9802fe1 b8617800 2a0003e1 90000000 91242000 97ffff61,"				printf(""%d\t"", arr[r - 1][i]);
"
836dec01,b9401fe0 51000400 b9001fe0,"		r--;
"
8b45f4 3b45e8 7d51,b94027e1 b9401be0 6b00003f 540003aa,"	    if (l < c) {
"
8b45ec 83e801 8945fc eb3a 836dfc01 8b45fc 3b45f8 7dbe,b9401fe0 51000400 b9002fe0 14000012 b9402fe0 51000400 b9002fe0 b9402fe1 b9402be0 6b00003f 54fffd8a,"	    	for (i = r - 1 ; i >= k; --i) {
"
8b45fc 4863d0 4889d0 4801c0 4801d0 48c1e002 4889c2 488b45e0 4801c2 8b45f4 4898 8b0482 89c6 bf04204000 b800000000 e8a3fdffff,b9802fe1 aa0103e0 d37ff800 8b010000 d37ef400 aa0003e1 f9400be0 8b010000 b98027e1 b8617800 2a0003e1 90000000 91242000 97ffff41,"	    		printf(""%d\t"", arr[i][l]);
"
8345f401,b94027e0 11000400 b90027e0,"			l++;
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec30,a9bc7bfd 910003fd,"{
"
c745d001000000 c745d402000000 c745d803000000 c745dc0a000000 c745e014000000 c745e41e000000 c745e86e000000 c745ecdc000000 c745f04a010000 c745f44c040000 c745f898080000 c745fce40c0000,90000000 91244001 910043e0 ad400420 ad000400 3dc00820 3d800800,"	  int a[Row][Col] = {{1, 2, 3}, {10, 20, 30}, {110, 220, 330}, {1100, 2200, 3300}};
"
488d45d0 4889c2 be03000000 bf04000000 e800feffff,910043e0 aa0003e2 52800061 52800080 97ffff68,"    spiral_matrix (Row, Col, a);
"
b800000000,52800000,"    return (0);
"
c9 c3 0f1f00,a8c47bfd d65f03c0,"}
"
55 4889e5 4883ec40 48897dd8 8975d4 8955d0 894dcc,a9bb7bfd 910003fd f9000bf3 aa0803f3 b9002fe0 b9002be1 b90027e2,"struct lcg_rand new_generator(unsigned int modulus, unsigned int multiplier, unsigned int increment) {
"
8b45d4 8945e0,b9402fe0 b9003be0,"  random.modulus = modulus;
"
8b45d0 8945e4,b9402be0 b9003fe0,"  random.multiplier = multiplier;
"
8b45cc 8945e8,b94027e0 b90043e0,"  random.increment = increment;
"
bf00000000 e8d9feffff 8945ec,d2800000 97ffff98 b90047e0,"  random.seed = time(NULL);
"
8b45ec 8945f0,b94047e0 b9004be0,"  random.last = random.seed;
"
488b4dd8 488b45e0 488b55e8 488901 48895108 8b45f0 894110,aa1303e3 9100e3e2 a9400440 a9000460 b9401040 b9001060,"  return random;
"
488b45d8 c9 c3,f9400bf3 a8c57bfd d65f03c0,"}
"
55 4889e5 48897de8,d10083ff f90007e0,"int random(struct lcg_rand * random) {
"
488b45e8 8b5004 488b45e8 8b4010 0fafd0 488b45e8 8b4008 01c2 488b45e8 8b08 89d0 ba00000000 f7f1 89d0 8945fc,f94007e0 b9400401 f94007e0 b9401000 1b007c21 f94007e0 b9400800 0b000020 f94007e1 b9400021 1ac10802 1b017c41 4b010000 b9001fe0,"  int number = ((random->multiplier * random->last) + random->increment) % random->modulus;
"
8b55fc 488b45e8 895010,b9401fe1 f94007e0 b9001001,"  random->last = number;
"
8b45fc,b9401fe0,"  return number;
"
5d c3,910083ff d65f03c0,"}
"
55 4889e5 4883ec20,a9bd7bfd 910003fd,"int main() {
"
488d45e0 b939300000 ba6d4ec641 be00000080 4889c7 e83fffffff,910063e0 aa0003e8 52860722 5289cda1 72a838c1 52b00000 97ffffc7,"  struct lcg_rand rng = new_generator(pow(2, 31), 1103515245, 12345);
"
c745fc00000000 eb21 8345fc01 837dfc09 7ed9,b9002fff 1400000a b9402fe0 11000400 b9002fe0 b9402fe0 7100241f 54fffead,"  for (int i = 0; i < 10; i++) {
"
488d45e0 4889c7 e883ffffff 89c6 bf04204000 b800000000 e813feffff,910063e0 97ffffde 2a0003e1 90000000 91210000 97ffff71,"    printf(""%d\n"", random( & rng));
"
b800000000,52800000,"  return 0;
"
c9 c3 6690,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ int a,b,c;
"
bf04204000 b800000000 e8e3feffff,90000000 911cc000 97ffffb6,"printf(""Enter two Numbers : "");
"
488d55f4 488d45f8 4889c6 bf19204000 b800000000 e8d9feffff,910053e1 910063e0 aa0103e2 aa0003e1 90000000 911d2000 97ffffab,"scanf(""%d %d"",&a,&b);
"
8b55f8 8b45f4 29c2 8955fc,b9401be1 b94017e0 4b000020 b9001fe0,"c=a-b;
"
8b45fc 89c6 bf1f204000 b800000000 e8aafeffff,b9401fe1 90000000 911d4000 97ffffa7,"printf(""Subtraction is %d"",c);
"
90 c9 c3 0f1f8000000000,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
c745fc00000000,b9001fff,"   int n, reverse = 0;
"
bf08204000 e8d1feffff,90000000 911fa000 97ffffb1,"   printf(""Enter a number to reverse\n"");
"
488d45f8 4889c6 bf22204000 b800000000 e8dbfeffff,910063e0 aa0003e1 90000000 91202000 97ffffb0,"   scanf(""%d"", &n);
"
eb5a 8b45f8 85c0 759f,14000020 b9401be0 7100001f 54fffbe1,"   while (n != 0)
"
8b55fc 89d0 c1e002 01d0 01c0 8945fc,b9401fe1 2a0103e0 531e7400 0b010000 531f7800 b9001fe0,"      reverse = reverse * 10;
"
8b4df8 4863c1 4869c067666666 48c1e820 89c2 c1fa02 89c8 c1f81f 29c2 89d0 c1e002 01d0 01c0 29c1 89ca 0155fc,b9401be2 528ccce0 72acccc0 9b207c40 d360fc00 13027c01 131f7c40 4b000021 2a0103e0 531e7400 0b010000 531f7800 4b000041 b9401fe0 0b010000 b9001fe0,"      reverse = reverse + n%10;
"
8b45f8 4863d0 4869d267666666 48c1ea20 89d1 c1f902 99 89c8 29d0 8945f8,b9401be0 528ccce1 72acccc1 9b217c01 d360fc21 13027c21 131f7c00 4b000020 b9001be0,"      n       = n/10;
"
8b45fc 89c6 bf28204000 b800000000 e854feffff,b9401fe1 90000000 91204000 97ffff8d,"   printf(""Reverse of entered number is = %d\n"", reverse);
"
b800000000,52800000,"   return 0;
"
c9 c3 662e0f1f840000000000 0f1f00,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ int a,b;
"
bf04204000 b800000000 e8e3feffff,90000000 911d8000 97ffffb6,"printf(""Enter two Numbers : "");
"
488d55f8 488d45fc 4889c6 bf19204000 b800000000 e8d9feffff,910063e1 910073e0 aa0103e2 aa0003e1 90000000 911de000 97ffffab,"scanf(""%d %d"",&a,&b);
"
8b55fc 8b45f8 01d0 8945fc,b9401fe1 b9401be0 0b000020 b9001fe0,"a=a+b;
"
8b55fc 8b45f8 29c2 8955f8,b9401fe1 b9401be0 4b000020 b9001be0,"b=a-b;
"
8b55fc 8b45f8 29c2 8955fc,b9401fe1 b9401be0 4b000020 b9001fe0,"a=a-b;
"
8b55f8 8b45fc 89c6 bf1f204000 b800000000 e891feffff,b9401fe0 b9401be1 2a0103e2 2a0003e1 90000000 911e0000 97ffff9c,"printf(""Swap is %d %d"",a,b);
"
90 c9 c3 662e0f1f840000000000 0f1f4000,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 4881ecd0010000,a9a37bfd 910003fd,"{
"
bf08204000 e8d5feffff,90000000 91270000 97ffffa2,"    printf(""Enter the Number of Strings:\n"");
"
488d853cfeffff 4889c6 bf25204000 b800000000 e8dcfeffff,910073e0 aa0003e1 90000000 91278000 97ffffa5,"    scanf(""%d"", &n);
"
bf28204000 e8b2feffff,90000000 9127a000 97ffff9a,"    printf(""Enter the Strings:\n"");
"
c745fc00000000 eb34 8345fc01 8b853cfeffff 3945fc 7cc1,b901cfff 1400000f b941cfe0 11000400 b901cfe0 b9401fe0 b941cfe1 6b00003f 54fffdeb,"    for (i = 0; i < n; i++)
"
488d8d60feffff 8b45fc 4863d0 4889d0 48c1e002 4801d0 48c1e002 4801c8 4889c6 bf3b204000 b800000000 e899feffff,9100e3e2 b981cfe1 aa0103e0 d37ef400 8b010000 d37ef400 8b000040 aa0003e1 90000000 91280000 97ffff95,"        scanf(""%s"", str[i]);
"
c745fc00000000 e92a010000 8345fc01 8b853cfeffff 83e801 3945fc 0f8cc4feffff,b901cfff 1400004c b941cfe0 11000400 b901cfe0 b9401fe0 51000400 b941cfe1 6b00003f 54fff62b,"    for (i = 0; i < n - 1; i++)
"
c745f800000000 e905010000 8345f801 8b853cfeffff 83e801 2b45fc 3945f8 0f8ce6feffff,b901cbff 14000040 b941cbe0 11000400 b901cbe0 b9401fe0 51000401 b941cfe0 4b000020 b941cbe1 6b00003f 54fff76b,"        for (j = 0; j < n - 1 - i; j++)
"
8b45f8 83c001 488d8d60feffff 4863d0 4889d0 48c1e002 4801d0 48c1e002 4801c1 488db560feffff 8b45f8 4863d0 4889d0 48c1e002 4801d0 48c1e002 4801f0 4889ce 4889c7 e818feffff 85c0 0f8eaf000000,9100e3e2 b981cbe1 aa0103e0 d37ef400 8b010000 d37ef400 8b000043 b941cbe0 11000400 9100e3e2 93407c01 aa0103e0 d37ef400 8b010000 d37ef400 8b000040 aa0003e1 aa0303e0 97ffff73 7100001f 5400050d,"            if (strcmp(str[j], str[j + 1]) > 0)
"
488d8d60feffff 8b45f8 4863d0 4889d0 48c1e002 4801d0 48c1e002 488d1401 488d8540feffff 4889d6 4889c7 e8bffdffff,9100e3e2 b981cbe1 aa0103e0 d37ef400 8b010000 d37ef400 8b000041 910083e0 97ffff70,"                strcpy(temp, str[j]);
"
8b45f8 83c001 488d8d60feffff 4863d0 4889d0 48c1e002 4801d0 48c1e002 4801c1 488db560feffff 8b45f8 4863d0 4889d0 48c1e002 4801d0 48c1e002 4801f0 4889ce 4889c7 e875fdffff,9100e3e2 b981cbe1 aa0103e0 d37ef400 8b010000 d37ef400 8b000043 b941cbe0 11000400 9100e3e2 93407c01 aa0103e0 d37ef400 8b010000 d37ef400 8b000040 aa0003e1 aa0303e0 97ffff5d,"                strcpy(str[j], str[j + 1]);
"
8b45f8 83c001 488d8d60feffff 4863d0 4889d0 48c1e002 4801d0 48c1e002 488d1401 488d8540feffff 4889c6 4889d7 e841fdffff,b941cbe0 11000400 9100e3e2 93407c01 aa0103e0 d37ef400 8b010000 d37ef400 8b000040 910083e1 97ffff52,"                strcpy(str[j + 1], temp);
"
bf40204000 e818fdffff,90000000 91282000 97ffff31,"    printf(""Strings in the Lexicographical Order is:\n"");
"
c745fc00000000 eb2a 8345fc01 8b853cfeffff 3945fc 7ccb,b901cfff 1400000c b941cfe0 11000400 b901cfe0 b9401fe0 b941cfe1 6b00003f 54fffe4b,"    for (i = 0; i < n; i++)
"
488d8d60feffff 8b45fc 4863d0 4889d0 48c1e002 4801d0 48c1e002 4801c8 4889c7 e8e9fcffff,9100e3e2 b981cfe1 aa0103e0 d37ef400 8b010000 d37ef400 8b000040 97ffff27,"        puts(str[i]);
"
90 90 c9 c3 660f1f440000,d503201f d503201f a8dd7bfd d65f03c0,"}
"
55 4889e5 4883ec30 488d4510 488945f0 488d45d0 488d55d0 b926114000 66c70041bb 894802 66c7400649ba 48895008 c7401049ffe390,a9bb7bfd 910003fd 910143e0 f90023e0 910063e0 910063e5 90000001 911aa022 aa0003e1 aa0203e4 a9400c82 a9000c22 f9400882 f9000822 90000001 9119e021 f9000c01 f9001005 9100a001 9400000e,"int main(){
"
488d45d0,910063e0,"	__fn__; 
"
488945f8,f90027e0,"int (*max)(int, int) = 
"
488b45f8 be17000000 bf01000000 ffd0 89c6 bf04204000 b800000000 e890feffff b800000000,f94027e2 528002e1 52800020 d63f0040 2a0003e1 90000000 91202000 97ffff83 52800000,"	printf(""%d"",max(1,23));
"
c9 c3 660f1f840000000000,a8c57bfd d65f03c0,"}
"
55 4889e5 897dec,d10083ff b9000fe0,"int sumOfDigits(int num) {
"
c745fc00000000,b9001fff,"	int sum = 0;
"
eb4b 837dec00 7faf,1400001a b9400fe0 7100001f 54fffcac,"        while (num > 0) {
"
8b4dec 4863c1 4869c067666666 48c1e820 89c2 c1fa02 89c8 c1f81f 29c2 89d0 c1e002 01d0 01c0 29c1 89ca 0155fc,b9400fe2 528ccce0 72acccc0 9b207c40 d360fc00 13027c01 131f7c40 4b000021 2a0103e0 531e7400 0b010000 531f7800 4b000041 b9401fe0 0b010000 b9001fe0,"                sum = sum + (num % 10);
"
8b45ec 4863d0 4869d267666666 48c1ea20 89d1 c1f902 99 89c8 29d0 8945ec,b9400fe0 528ccce1 72acccc1 9b217c01 d360fc21 13027c21 131f7c00 4b000020 b9000fe0,"                num = num / 10;
"
8b45fc,b9401fe0,"        return sum;
"
5d c3,910083ff d65f03c0,"  }
"
55 4889e5 897dec,d10083ff b9000fe0,"  int reverse(int num) {
"
c745fc00000000,b9001fff,"        int rev = 0;
"
eb5c 837dec00 7f9e,1400001f b9400fe0 7100001f 54fffc0c,"        while (num > 0) {
"
8b55fc 89d0 c1e002 01d0 01c0 89c6 8b4dec 4863c1 4869c067666666 48c1e820 89c2 c1fa02 89c8 c1f81f 29c2 89d0 c1e002 01d0 01c0 29c1 89ca 8d0416 8945fc,b9401fe1 2a0103e0 531e7400 0b010000 531f7800 2a0003e3 b9400fe2 528ccce0 72acccc0 9b207c40 d360fc00 13027c01 131f7c40 4b000021 2a0103e0 531e7400 0b010000 531f7800 4b000041 0b010060 b9001fe0,"                rev = (rev * 10) + (num % 10);
"
8b45ec 4863d0 4869d267666666 48c1ea20 89d1 c1f902 99 89c8 29d0 8945ec,b9400fe0 528ccce1 72acccc1 9b217c01 d360fc21 13027c21 131f7c00 4b000020 b9000fe0,"                num = num / 10;
"
8b45fc,b9401fe0,"        return rev;
"
5d c3,910083ff d65f03c0,"  }
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"int main () {
"
bf04204000 b800000000 e806feffff,90000000 9123a000 97ffff6b,"        printf(""Enter the value for a number:"");
"
488d45f4 4889c6 bf22204000 b800000000 e800feffff,910053e0 aa0003e1 90000000 91242000 97ffff62,"        scanf(""%d"", &num);
"
8b45f4 89c7 e8ecfeffff 8945fc,b94017e0 97ffffaa b9001fe0,"        sum = sumOfDigits(num);
"
837dfc09 7f40,b9401fe0 7100241f 5400026c,"        if (sum < 10) {
"
8b45fc 0fafc0 89c2 8b45f4 39c2 7516,b9401fe0 1b007c01 b94017e0 6b00003f 540000e1,"                if ((sum * sum) == num) {
"
8b45f4 89c6 bf25204000 b800000000 e8bafdffff eb14,b94017e0 2a0003e1 90000000 91244000 97ffff56 14000006,"                        printf(""%d is a magic number\n"", num);
"
8b45f4 89c6 bf3b204000 b800000000 e8a4fdffff,b94017e0 2a0003e1 90000000 9124a000 97ffff50,"                        printf(""%d is not a magic number\n"", num);
"
b800000000 eb4c,52800000 14000016,"                return 0;
"
8b45fc 89c7 e8fffeffff 8945f8,b9401fe0 97ffffb5 b9001be0,"        rev = reverse(sum);//calling reverse function
"
8b45fc 0faf45f8 89c2 8b45f4 39c2 7516,b9401fe1 b9401be0 1b007c21 b94017e0 6b00003f 540000e1,"        if ((sum * rev) == num) {
"
8b45f4 89c6 bf25204000 b800000000 e86cfdffff eb14,b94017e0 2a0003e1 90000000 91244000 97ffff40 14000006,"                printf(""%d is a magic number\n"", num);
"
8b45f4 89c6 bf3b204000 b800000000 e856fdffff,b94017e0 2a0003e1 90000000 9124a000 97ffff3a,"                printf(""%d is not a magic number\n"", num);
"
b800000000,52800000,"        return 0;
"
c9 c3 662e0f1f840000000000 0f1f440000,a8c27bfd d65f03c0,"}
"
55 4889e5 48897de8,d10083ff f90007e0,"int stringLength(char * word) {
"
c745fc00000000,b9001fff,"    int count = 0;
"
eb04 8b45fc 4863d0 488b45e8 4801d0 0fb600 84c0 75e8,14000004 b9801fe0 f94007e1 8b000020 39400000 7100001f 54ffff01,"    while (word[count] != '\0') {
"
8345fc01,b9401fe0 11000400 b9001fe0,"      count++;
"
8b45fc,b9401fe0,"    return (count);
"
5d c3,910083ff d65f03c0,"}
"
55 4889e5 4883ec70,a9b87bfd 910003fd,"int main() {
"
c745fc00000000,b9007fff,"  int   index = 0;
"
bf08204000 b800000000 e8aefeffff,90000000 911dc000 97ffffa5,"  printf(""Please enter a word to get its length (< 100 characters): "");
"
488d4590 4889c6 bf43204000 b800000000 e8a8feffff,910063e0 aa0003e1 90000000 911ec000 97ffff9c,"  scanf(""%s"", word);
"
488d4590 4889c7 e892ffffff 89c2 488d4590 4889c6 bf46204000 b800000000 e874feffff,910063e0 97ffffe4 2a0003e1 910063e0 2a0103e2 aa0003e1 90000000 911ee000 97ffff97,"  printf(""\""%s\"" has a length of %d\n"", word, stringLength(word));
"
b800000000,52800000,"  return (0);
"
c9 c3 662e0f1f840000000000 0f1f00,a8c87bfd d65f03c0,}
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
c745fc05000000,528000a0 b9001fe0,"    int a= 5, b, c;
"
8b45fc 8d5001 8955fc 8345fc01 8b55fc 01d0 8945f8,b9401fe0 11000401 b9001fe1 b9401fe1 11000421 b9001fe1 b9401fe1 0b000020 b9001be0,"    b = a++ + ++a;  //Right to left
"
8345fc01 8b45fc 8d5001 8955fc 8b55fc 01d0 8945f4,b9401fe0 11000400 b9001fe0 b9401fe0 11000401 b9001fe1 b9401fe1 0b000020 b90017e0,"    c = ++a + a++;  //Right to left
"
8b55f4 8b45f8 89c6 bf08204000 b800000000 e8bafeffff,b94017e2 b9401be1 90000000 911c4000 97ffff9c,"    printf(""Value of b = %d\n Value of c = %d\n"", b,c);
"
b800000000,52800000,"    return 0;
"
c9 c3 0f1f00,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
bf08204000 e8e8feffff,90000000 911fc000 97ffffb2,"  printf(""Enter the number of rows in pyramid of stars you wish to see\n"");
"
488d45f0 4889c6 bf45204000 b800000000 e8e2feffff,910043e0 aa0003e1 90000000 9120c000 97ffffb1,"  scanf(""%d"", &n);
"
8b45f0 8945f4,b94013e0 b90017e0,"  s = n;
"
c745fc01000000 eb52 8345fc01 8b45f0 3945fc 7ea6,52800020 b9001fe0 14000022 b9401fe0 11000400 b9001fe0 b94013e0 b9401fe1 6b00003f 54fffb8d,"  for (row = 1; row <= n; row++)  // Loop to print rows
"
c745f801000000 eb0e 8345f801 8b45f8 3b45f4 7cea,52800020 b9001be0 14000006 b9401be0 11000400 b9001be0 b9401be1 b94017e0 6b00003f 54ffff0b,"    for (c = 1; c < s; c++)  // Loop to print spaces in a row
"
bf20000000 e8a0feffff,52800400 97ffffab,"      printf("" "");
"
836df401,b94017e0 51000400 b90017e0,"    s--;
"
c745f801000000 eb0e 8345f801 8b45fc 01c0 3945f8 7ce8,52800020 b9001be0 14000006 b9401be0 11000400 b9001be0 b9401fe0 531f7800 b9401be1 6b00003f 54fffeeb,"    for (c = 1; c <= 2*row - 1; c++) // Loop to print stars in a row
"
bf2a000000 e87dfeffff,52800540 97ffff9c,"      printf(""*"");
"
bf0a000000 e865feffff,52800140 97ffff92,"    printf(""\n"");
"
b800000000,52800000,"  return 0;
"
c9 c3 6690,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec20,a9bd7bfd 910003fd,"int main() {
"
8b05c42e0000 4898 48c1e002 4889c7 e8befeffff 488945f0,d0000080 9101a000 b9400000 93407c00 d37ef400 97ffff8f f90013e0,"    task *taskList = malloc(sizeof(int)*CAPACITY);
"
bf08204000 e890feffff,b0000000 91024000 97ffff9b,"    printf(""\tIn this program the greater the priority value of the task, the higher is the priority of the task\n"");
"
c745fc00000000 eb0e 8345fc01 837dfc6d 7eec,b9002fff 14000006 b9402fe0 11000400 b9002fe0 b9402fe0 7101b41f 54ffff2d,"    for(int i = 0; i < 110; ++i)
"
bf2d000000 e86dfeffff,528005a0 97ffffa7,"            printf(""-"");
"
bf0a000000 e859feffff,52800140 97ffff9f,"    printf(""\n"");
"
bf6c204000 e85ffeffff,b0000000 9103e000 97ffff8c,"        printf(""1...Enter a new task\n"");
"
bf88204000 e855feffff,b0000000 91044000 97ffff89,"        printf(""2...Remove highest priority task\n"");
"
bfb0204000 e84bfeffff,b0000000 9104e000 97ffff86,"        printf(""3...Show highest priority task\n"");
"
bfcf204000 e841feffff,b0000000 91056000 97ffff83,"        printf(""4...Exit\n"");
"
bfd8204000 e837feffff,b0000000 9105a000 97ffff80,"        printf(""Enter you option below:\n"");
"
bff0204000 b800000000 e838feffff 488d45e4 4889c6 bff4204000 b800000000 e852feffff,b0000000 91060000 97ffff89 910053e0 aa0003e1 b0000000 91062000 97ffff80,"        printf(""-> ""); scanf(""%d"", &op);
"
bf0a000000 e8f8fdffff,52800140 97ffff86,"        printf(""\n"");
"
8b45e4 83f804 0f8438010000 83f804 0f8f23010000 83f803 0f84d6000000 83f803 0f8f11010000 83f801 740a 83f802 747f e902010000,b94017e0 7100101f 540009a0 7100101f 540008ec 71000c1f 54000680 71000c1f 5400086c 7100041f 54000080 7100081f 540003a0 1400003e,"        switch(op) {
"
bff7204000 e8c8fdffff,b0000000 91064000 97ffff65,"                printf(""Enter the task ID:\n"");
"
bff0204000 b800000000 e8c9fdffff 488d45e8 4889c6 bff4204000 b800000000 e8e3fdffff,b0000000 91060000 97ffff6e 910063e0 aa0003e1 b0000000 91062000 97ffff65,"                printf(""-> ""); scanf(""%d"", &task.id);
"
bf0a214000 e899fdffff,b0000000 9106a000 97ffff5a,"                printf(""Enter the task Priority:\n"");
"
bff0204000 b800000000 e89afdffff 488d45e8 4883c004 4889c6 bff4204000 b800000000 e8b0fdffff,b0000000 91060000 97ffff63 910063e0 91001000 aa0003e1 b0000000 91062000 97ffff59,"                printf(""-> ""); scanf(""%d"", &task.priority);
"
488b55f0 488b45e8 4889d6 4889c7 e83e020000,f94013e1 f9400fe0 9400009b,"                addTask(task, taskList);
"
e995000000,14000028,"            break;
"
488b45f0 4889c7 e882020000 488945e8,f94013e0 940000b3 f9000fe0,"                task = poll(taskList);
"
bf23214000 e83efdffff,b0000000 91072000 97ffff47,"                printf(""Element Processed is:\n"");
"
8b45e8 89c6 bf39214000 b800000000 e83afdffff,b9401be0 2a0003e1 b0000000 91078000 97ffff4e,"                printf(""ID: %d\n"", task.id);
"
8b45ec 89c6 bf41214000 b800000000 e826fdffff,b9401fe0 2a0003e1 b0000000 9107a000 97ffff49,"                printf(""Priority: %d\n"", task.priority);
"
eb51,14000017,"            break;
"
488b45f0 4889c7 e8b5020000 488945e8,f94013e0 940000c9 f9000fe0,"                task = peek(taskList);
"
bf50214000 e8fafcffff,b0000000 9107e000 97ffff36,"                printf(""Element Ready to be Processed first is:\n"");
"
8b45e8 89c6 bf39214000 b800000000 e8f6fcffff,b9401be0 2a0003e1 b0000000 91078000 97ffff3d,"                printf(""ID: %d\n"", task.id);
"
8b45ec 89c6 bf41214000 b800000000 e8e2fcffff,b9401fe0 2a0003e1 b0000000 9107a000 97ffff38,"                printf(""Priority: %d\n"", task.priority);
"
eb0d,14000006,"            break;
"
bf78214000 e8c6fcffff,b0000000 91088000 97ffff28,"                printf(""Invalid option entered, please try again !\n\n"");
"
eb01,14000002,"            break;
"
90,d503201f,"            break;
"
c745f800000000 eb0e 8345f801 837df863 7eec,b9002bff 14000006 b9402be0 11000400 b9002be0 b9402be0 71018c1f 54ffff2d,"        for(int i = 0; i < 100; ++i)
"
bf2d000000 e8a0fcffff,528005a0 97ffff32,"            printf(""-"");
"
bf0a000000 e88cfcffff,52800140 97ffff2a,"        printf(""\n"");
"
8b45e4 83f804 0f8527feffff,b94017e0 7100101f 54fff121,"    } while(op != 4);
"
488b45f0 4889c7 e864fcffff,f94013e0 97ffff19,"    free(taskList);
"
